,data,label
3651,"1936,",0
3652,whlch,0
3653,recommendatlons,0
3654,"1nvestors,",0
3655,flrst,0
3656,3.x.,0
3657,7,0
3658,3100,0
3659,compounds.,0
3660,Appeals,0
3661,Developments.,0
3662,aproprlate,0
3663,1::,0
3664,IAG/CCPA,0
3665,government,0
3666,"95,729",0
3667,Englneerlng,0
3668,15,0
3669,by,0
3670,"""carryiback""",0
3671,"actlvltles,",0
3672,1:,0
3673,deslgned,0
3674,1:,0
3675,Industry,0
3676,Llst.,0
3677,by,0
3678,Commlttee,0
3679,cm,0
3680,cm:,0
3681,posltlon,0
3682,m,0
3683,5,0
3684,Chemlcal,0
3685,Transportatlon,0
3686,technlcal,0
3687,c.,0
3688,2312,0
3689,thls,0
3690,Approval,0
3691,1:,0
3692,negotlatlng,0
3693,emlsslons,0
3694,Busmess,0
3695,conslstently,0
3696,englneerlng,0
3697,15,0
3698,testlng,0
3699,dlreasses,0
3700,performance,0
3701,regulatlon.,0
3702,locally,0
3703,settlement,0
3704,15,0
3705,my,0
3706,demonstrated,0
3707,Congresslonal,0
3708,antlclpated,0
3709,communlcatlons,0
3710,mlnlmlzlng,0
3711,onc-genlc,0
3712,leglslatlon,0
3713,truckload,0
3714,Producers,0
3715,1::,0
3716,1n,0
3717,1:,0
3718,September,0
3719,preemptlon,0
3720,commlttee,0
3721,11,0
3722,dlsposal,0
3723,publlc,0
3724,Commlttee,0
3725,Commlttees,0
3726,"1935,",0
3727,Carblde,0
3728,1:,0
3729,efflclency.,0
3730,workplace,0
3731,Baldrlge.,0
3732,predlsposed,0
3733,mm,0
3734,1nstalled.,0
3735,03759,0
3736,Advlsorles,0
3737,017,0
3738,advertlslng.,0
3739,CcsBlttae.,0
3740,faclllty.,0
3741,Chlcago,0
3742,Cozporatlon.,0
3743,demonstratlon,0
3744,15,0
3745,US/Columblan,0
3746,dlrected,0
3747,2,0
3748,workplace,0
3749,harmonlze,0
3750,1ndustry,0
3751,1n,0
3752,by,0
3753,v_c.,0
3754,037915,0
3755,compatlble,0
3756,Emergency,0
3757,by,0
3758,Offlce,0
3759,discrimination.,0
3760,nderstandlng,0
3761,manufacturlng.,0
3762,7,0
3763,ms,0
3764,1ndustry,0
3765,"$17,537.",0
3766,1nfomatlon.,0
3767,respondlng,0
3768,mm,0
3769,1n,0
3770,dlfflcult,0
3771,authorlzed,0
3772,"servlces,",0
3773,commlttee,0
3774,unreasonable,0
3775,Secretary,0
3776,1n,0
3777,controlled,0
3778,rlsk,0
3779,cm,0
3780,publlc,0
3781,1nclud1ng,0
3782,Ethylene,0
3783,by,0
3784,1nto,0
3785,admlnlsi,0
3786,burnlng,0
3787,5.,0
3788,94,0
3789,1991,0
3790,whlch,0
3791,proposals.,0
3792,Industry.,0
3793,"1ndustry,",0
3794,...57,0
3795,fluctuated,0
3796,511mm,0
3797,1979,0
3798,Expands,0
3799,by,0
3800,1ncreased,0
3801,m,0
3802,commltted,0
3803,1nvestment,0
3804,regulatlon.,0
3805,011,0
3806,the'effectlveness,0
3807,Secretary,0
3808,companles,0
3809,.5,0
3810,Hlth,0
3811,multkyear,0
3812,564D,0
3813,Substances,0
3814,effectlvely,0
3815,mm.,0
3816,llablllty,0
3817,1nvolv1ng,0
3818,037129,0
3819,Dlrector,0
3820,17m,0
3821,a.,0
3822,1:,0
3823,englneers,0
3824,thls,0
3825,electlons.,0
3826,13.11.,0
3827,Commlttee,0
3828,Protectlve,0
3829,by,0
3830,"1nformatlon...""",0
3831,requlrlng,0
3832,x,0
3833,dellsted.,0
3834,cm,0
3835,pracjram,0
3836,Importan,0
3837,Regulatlons,0
3838,1n,0
3839,Conslderlng,0
3840,Commlttee,0
3841,55,0
3842,by,0
3843,companles,0
3844,conslderable,0
3845,m,0
3846,40%,0
3847,ellmlnate,0
3848,1nd1v1duals;,0
3849,1n,0
3850,Chemlcals,0
3851,revlewlng,0
3852,1n,0
3853,gratltude,0
3854,"RMCL'S,",0
3855,whlch,0
3856,3711971237:,0
3857,dlstrlbuted,0
3858,developments,0
3859,developments,0
3860,Industry,0
3861,sponsors,0
3862,commltment,0
3863,"1934,",0
3864,restrlcted,0
3865,flrst,0
3866,emlsslons.,0
3867,scrutlny,0
3868,4,0
3869,1171me,0
3870,pestlcldes.,0
3871,busmess,0
3872,anythlng,0
3873,partlclpated,0
3874,contendlng,0
3875,Economlc,0
3876,flrm,0
3877,chemlcal,0
3878,Seeresrapywpeasussc,0
3879,Protectlng,0
3880,substances,0
3881,1n,0
3882,1980.,0
3883,Economlc,0
3884,Octobr,0
3885,Analytlcal,0
3886,1995,0
3887,1n,0
3888,1ndustry,0
3889,15,0
3890,domestlc,0
3891,nghtitoiknow,0
3892,emergency,0
3893,15,0
3894,actlvltles,0
3895,1ndustr1es,0
3896,m,0
3897,1n,0
3898,leglslatlve,0
3899,declded,0
3900,"revlslon...""",0
3901,technlcal,0
3902,thls,0
3903,15,0
3904,multllateral,0
3905,companles,0
3906,H1115,0
3907,tlmetables,0
3908,foundatlons',0
3909,1:,0
3910,conslsts,0
3911,MCA'S,0
3912,"1936,",0
3913,v.,0
3914,1cm,0
3915,feedstock,0
3916,1993,0
3917,investigating,0
3918,negotlatlons,0
3919,5.,0
3920,rlsk,0
3921,lD:l7rll:Dl,0
3922,Cummlttee,0
3923,"Accordlngly,",0
3924,1nd1cated,0
3925,thls,0
3926,promulgated,0
3927,extremely,0
3928,1n,0
3929,posltlon,0
3930,unloadlng,0
3931,371227.,0
3932,1n,0
3933,"Unfortunately,",0
3934,1n,0
3935,onitarlff,0
3936,15,0
3937,experlenced,0
3938,cc,0
3939,1:.,0
3940,Export,0
3941,Washlngton,0
3942,5.,0
3943,1:5,0
3944,Th1:,0
3945,Chalrman,0
3946,cm,0
3947,system,0
3948,v.5,0
3949,shlppers.,0
3950,m,0
3951,thls,0
3952,partlcularly,0
3953,Technology,0
3954,1:,0
3955,Industry,0
3956,Actlvltles.,0
3957,1n,0
3958,TSCA.,0
3959,leadershlp,0
3960,Commlttee,0
3961,efflclency,0
3962,Koppers,0
3963,thlckness,0
3964,Actlon,0
3965,Hlth,0
3966,1n,0
3967,substantlally,0
3968,terat-logy,0
3969,objectlves,0
3970,1n,0
3971,EPA'S,0
3972,postponed,0
3973,costieffectlve,0
3974,hlghisalarled,0
3975,CMA'S,0
3976,hlghllghted,0
3977,products,0
3978,energyiefflclency,0
3979,Offlce,0
3980,1nform,0
3981,Johnstone.,0
3982,Executlve,0
3983,12:00,0
3984,advertlslng,0
3985,significance,0
3986,1:5,0
3987,m,0
3988,unprovement,0
3989,thls,0
3990,dld,0
3991,"3739073937,",0
3992,1ndustry,0
3993,llablllty;,0
3994,Monltorlng,0
3995,proceedlngs.,0
3996,blll's,0
3997,039570,0
3998,whlch,0
3999,100,0
4000,government,0
4001,Ambassador,0
4002,commlttee,0
4003,5.,0
4004,auccaaafully,0
4005,37,0
4006,7,0
4007,"1,",0
4008,dlscusslng,0
4009,unlts.,0
4010,Hlth,0
4011,avall.-le,0
4012,Chemlcal,0
4013,7,0
4014,rslght,0
4015,luvplementatlon,0
4016,1992,0
4017,Commlttee,0
4018,chemlcal,0
4019,technlcal,0
4020,1n,0
4021,m,0
4022,specles...,0
4023,polltlcal,0
4024,upcomlng,0
4025,$SD/day,0
4026,mlght,0
4027,posslble,0
4028,15,0
4029,organlzatlon,0
4030,475,0
4031,1nternally,0
4032,scicalled,0
4033,strengthened,0
4034,1ndustry,0
4035,Hlth,0
4036,compounds.,0
4037,1n,0
4038,1n,0
4039,$50,0
4040,dlscusslon,0
4041,taxpayers.,0
4042,1ntrodued,0
4043,1n,0
4044,Superfund,0
4045,7,0
4046,Act.,0
4047,1:,0
4048,2247,0
4049,v.5.,0
4050,Durlng,0
4051,1n,0
4052,Vldeotapes,0
4053,15,0
4054,CMA/API,0
4055,104117,0
4056,"KayiFrles,",0
4057,Programs,0
4058,extremely,0
4059,..,0
4060,Envlronmental,0
4061,Instltute,0
4062,Programs,0
4063,wlndow,0
4064,transportatlon,0
4065,strategles,0
4066,bargalnlng,0
4067,Settlement,0
4068,(HMRB),0
4069,efflclency,0
4070,Chlorld,0
4071,m,0
4072,Although,0
4073,1nclude,0
4074,"""communlcatlons.""",0
4075,admlnlsters,0
4076,1ndustry,0
4077,addresslng,0
4078,concernlng,0
4079,be'followed,0
4080,regulators;,0
4081,"1931,",0
4082,21,0
4083,by,0
4084,51,0
4085,Chalrman.,0
4086,elghty,0
4087,"TSCA.""",0
4088,55.,0
4089,Quallty,0
4090,practlcally,0
4091,"19,",0
4092,037520,0
4093,reportlng,0
4094,Improvement,0
4095,m,0
4096,system.,0
4097,1ntellectual,0
4098,leglslatlve,0
4099,"Florlda,",0
4100,products,0
4101,Soclety,0
4102,0N,0
4103,03522,0
4104,"network,",0
4105,Dutslde,0
4106,thls,0
4107,1n,0
4108,Assoclatlon,0
4109,m,0
4110,Inustrlal,0
4111,Analytlcal,0
4112,pollcy,0
4113,Hlth,0
4114,technlcal,0
4115,reportlng,0
4116,1n,0
4117,durlng,0
4118,deflclts.,0
4119,m,0
4120,300,0
4121,1njectlon.,0
4122,15,0
4123,potent1.l,0
4124,m,0
4125,exactly.,0
4126,ppm,0
4127,uptctl,0
4128,actlvlty,0
4129,1n,0
4130,"73,290",0
4131,growlng,0
4132,1ndustry,0
4133,"CANA,",0
4134,representatlves,0
4135,Assoclatlon,0
4136,Amerlcan,0
4137,amendments,0
4138,mm,0
4139,February.,0
4140,1n,0
4141,contlnued,0
4142,1nventory,0
4143,wlndfall,0
4144,asslstance,0
4145,1n,0
4146,"Department,",0
4147,testlfled.,0
4148,ordlnances,0
4149,Instltute,0
4150,19957,0
4151,1:,0
4152,reauthorlzed,0
4153,1ncluded,0
4154,"dramatlc,",0
4155,Coomllttee,0
4156,"23,",0
4157,n,0
4158,publlcatlon,0
4159,1n,0
4160,colmnlsslon,0
4161,"chlorlde,",0
4162,extenslon,0
4163,cm.,0
4164,"""Sclen-lflc""",0
4165,(CCPA7,0
4166,"chemlcals,",0
4167,"(""Furthrance",0
4168,strengthenlng,0
4169,stc,0
4170,m,0
4171,compensatlon,0
4172,1rst,0
4173,1nto,0
4174,1980,0
4175,prevlously,0
4176,cosmetlc,0
4177,10m,0
4178,mnmg.,0
4179,Hlth,0
4180,organlzatlons,0
4181,proposals,0
4182,50cm,0
4183,Hlth,0
4184,Pollcy,0
4185,understand,0
4186,dlstlbuted,0
4187,pnocnms,0
4188,reasonably,0
4189,Commlttee,0
4190,Incentlve,0
4191,"substane.""",0
4192,mlddlemanagers,0
4193,"supports,",0
4194,preemptlng,0
4195,EPA'S,0
4196,1n,0
4197,127,0
4198,repatrlatlon,0
4199,7,0
4200,15,0
4201,"1937,",0
4202,Executlve,0
4203,luvplementatlon,0
4204,Scrlpps*ﬂoward,0
4205,1ncozporate,0
4206,prlnclples.,0
4207,D7CA724,0
4208,Coalltlon,0
4209,7,0
4210,m,0
4211,Offlce,0
4212,posslble,0
4213,whlch,0
4214,Agraamant,0
4215,by,0
4216,attalnment,0
4217,prlnclpa,0
4218,4,0
4219,Superfund,0
4220,"collectlon,",0
4221,:9,0
4222,chemlcal,0
4223,admlnlstrators,0
4224,1nd1cated,0
4225,monitormgmell,0
4226,lltlgatlon,0
4227,Hlth,0
4228,emlsslons.,0
4229,Improvements,0
4230,1n,0
4231,cm,0
4232,Hlth,0
4233,landflll,0
4234,revlewlng,0
4235,"envlronment,",0
4236,natlonallzed,0
4237,1:,0
4238,15,0
4239,chemlcals.,0
4240,phthalatejolastlclzed,0
4241,commlttee,0
4242,producers,0
4243,1nfomatlon,0
4244,1n,0
4245,1n,0
4246,1n,0
4247,$1.1,0
4248,settlement,0
4249,submltted,0
4250,7,0
4251,Assoclated,0
4252,perceptlon,0
4253,affectlng,0
4254,provlslons.,0
4255,productlon,0
4256,"""Vert1.l""",0
4257,1953,0
4258,12,0
4259,luvprovements,0
4260,establlshed,0
4261,Debevolse,0
4262,wrltten,0
4263,requlrements,0
4264,15,0
4265,knowledge,0
4266,mldiJanuary.,0
4267,provlded,0
4268,thls,0
4269,by,0
4270,"Act.""",0
4271,(ranglng,0
4272,hydrocarbon,0
4273,notlng,0
4274,Actlvltles,0
4275,acqulsltlons,0
4276,negotlated,0
4277,objectlves.,0
4278,"1973,",0
4279,detallsy.,0
4280,~,0
4281,discrimination,0
4282,"standards,",0
4283,Approxl,0
4284,"Inc.,",0
4285,1nfomatlon,0
4286,shlpments,0
4287,chemlcal,0
4288,1:,0
4289,leglslatlon,0
4290,ms,0
4291,"(DrIllJ,",0
4292,.5,0
4293,sensltlvlty,0
4294,dlfferent,0
4295,expedlted,0
4296,rlsk,0
4297,1935.,0
4298,1mportance,0
4299,recognlzed,0
4300,15,0
4301,1n,0
4302,1ndustry,0
4303,(DiLAV.,0
4304,congresslonal,0
4305,"reauthorlsatlon,",0
4306,1n,0
4307,Inltlally,0
4308,1n,0
4309,1ndustry's,0
4310,5:111,0
4311,thls,0
4312,addltlonal,0
4313,Commlttee,0
4314,Dlstrlbutlon.,0
4315,testlng.,0
4316,Illlnols.,0
4317,Executlve,0
4318,1::,0
4319,1nformatlon,0
4320,Dlrector,0
4321,1nstallatlon,0
4322,Transportatlon,0
4323,cooperatlng,0
4324,Hlth,0
4325,stck,0
4326,understandlng,0
4327,labellng,0
4328,membershlp,0
4329,"Berryman,",0
4330,deslgn,0
4331,representlng,0
4332,dlscusslon,0
4333,appolntment,0
4334,Internatlonal,0
4335,1ndustry,0
4336,13111.,0
4337,"representatlves,",0
4338,questlons,0
4339,"epldemlologlst,",0
4340,15,0
4341,1ntroduce,0
4342,opposltlon,0
4343,"Commlttee,",0
4344,excluslon,0
4345,CMA'S,0
4346,companles,0
4347,F7,0
4348,Idemnlflcatlon,0
4349,1n,0
4350,Advlsory,0
4351,1ntellectual,0
4352,requlrements,0
4353,chemlcal,0
4354,CMA'S,0
4355,1n,0
4356,partlclpated,0
4357,alternatlve,0
4358,excluslon,0
4359,requlrements,0
4360,practlcal,0
4361,envlronment.,0
4362,approprlate,0
4363,especlally,0
4364,mcammmnmus,0
4365,conslderatlon,0
4366,1ntellectual,0
4367,1n,0
4368,leglslatlve,0
4369,Dellvery,0
4370,Chemlcal,0
4371,actlvltles,0
4372,envlronmental,0
4373,Substances,0
4374,imposltlln,0
4375,1992,0
4376,1ndustry,0
4377,struggle,0
4378,cm,0
4379,difficulties,0
4380,15,0
4381,thls,0
4382,1ntroduced,0
4383,cosMETIc,0
4384,exlsts.,0
4385,imposlng,0
4386,by,0
4387,311,0
4388,conslderatlon,0
4389,actlvltles,0
4390,1::,0
4391,1n,0
4392,CMA'S,0
4393,m,0
4394,135:7,0
4395,programs,0
4396,Dlsablllty/Death:,0
4397,thls,0
4398,extenslve,0
4399,Guldellnes,0
4400,cm,0
4401,1n,0
4402,credlts,0
4403,dlscusslng,0
4404,mechanlsms,0
4405,11:25711:sn,0
4406,DIchssmNs,0
4407,reproductlve,0
4408,1n,0
4409,1n,0
4410,flscal,0
4411,2359,0
4412,355555,0
4413,15,0
4414,expendltures.,0
4415,whlch,0
4416,Producers,0
4417,Exhibit,0
4418,"Dlrectlve,",0
4419,53134,0
4420,15,0
4421,1::,0
4422,Chemlcal,0
4423,1n,0
4424,admlnlstratlve,0
4425,publlc,0
4426,worklng,0
4427,15,0
4428,1ndustr,0
4429,chemlcals,0
4430,Exhlblt,0
4431,1mportant,0
4432,comprehenslve,0
4433,standards.,0
4434,system.,0
4435,postponement,0
4436,1991,0
4437,Flscal,0
4438,1n,0
4439,1n,0
4440,feasiblllty,0
4441,effectlveness.,0
4442,envlronmental,0
4443,"""rlght",0
4444,dellberatlon,0
4445,accuracy,0
4446,susplclons,0
4447,partlclpate,0
4448,selectlon,0
4449,1n,0
4450,mm,0
4451,dlstrlbuted,0
4452,Hearlngs,0
4453,Leglslatlon,0
4454,Instltute,0
4455,Fortyiflve,0
4456,1n,0
4457,1n,0
4458,defclt,0
4459,representatlves,0
4460,77,0
4461,1n,0
4462,"1919,",0
4463,EEC'S,0
4464,Immedlately,0
4465,1:,0
4466,"""dlrect",0
4467,mm,0
4468,unlfomlty,0
4469,15,0
4470,039727,0
4471,1977,0
4472,1n,0
4473,1n,0
4474,"closely,and",0
4475,Industry,0
4476,mm,0
4477,5710,0
4478,Willlam,0
4479,Hazards.,0
4480,1nternatlonal,0
4481,provlslons,0
4482,(:56,0
4483,actlvltles,0
4484,Productlon,0
4485,1n,0
4486,"SEAG,",0
4487,exemptlon,0
4488,promulgated,0
4489,Representatlve,0
4490,practlce.,0
4491,1:5,0
4492,1n,0
4493,"11,",0
4494,problems,0
4495,cm,0
4496,programs,0
4497,Chlorlde,0
4498,"Washlngton,",0
4499,testlfld.,0
4500,1ncluded,0
4501,representatlves,0
4502,11.9,0
4503,confldentlallty,0
4504,m,0
4505,my,0
4506,Ihlorlde,0
4507,m,0
4508,Hearlngs,0
4509,preparln,0
4510,Synthetlc,0
4511,2.,0
4512,1n,0
4513,m.,0
4514,"75,",0
4515,spendlng,0
4516,assessment,0
4517,"F-bruary,",0
4518,posltlve,0
4519,hearlngs,0
4520,037-55,0
4521,cm,0
4522,15,0
4523,"6,",0
4524,AZElAicjti,0
4525,publlhed,0
4526,compllance.,0
4527,7,0
4528,addltlonal,0
4529,"Instltute,",0
4530,223,0
4531,by,0
4532,nelghborhood.,0
4533,chemlcals.,0
4534,"nonattalnment,",0
4535,(ASBIAS).,0
4536,segregatlon,0
4537,"15,",0
4538,by,0
4539,chemlcal,0
4540,leglslatlve,0
4541,1gnals,0
4542,dlstrlbuted,0
4543,"enforceable,",0
4544,emphasls.,0
4545,Dlrector,0
4546,steerlng,0
4547,1n,0
4548,371327,0
4549,/manufacturers.,0
4550,clrculated,0
4551,system,0
4552,Pollutlon,0
4553,products,0
4554,1n,0
4555,1::,0
4556,mm,0
4557,Hlth,0
4558,reorganlzatlon,0
4559,authorlty,0
4560,tentatlvely,0
4561,"(ccpm,",0
4562,deslgnated,0
4563,rlsk.,0
4564,emlsslons,0
4565,Speclflc,0
4566,Leglslatlve,0
4567,thls,0
4568,stlmulus,0
4569,llcenslng,0
4570,Improvement,0
4571,speclflc,0
4572,053,0
4573,Counsll/U.S.,0
4574,products,0
4575,Superfund,0
4576,Stafford,0
4577,adjournment,0
4578,1nclud1ng,0
4579,enforcement,0
4580,by,0
4581,"coalltlons,",0
4582,25,0
4583,convlctlon,0
4584,nonmember,0
4585,cm,0
4586,Leglslatlve,0
4587,7,0
4588,Dlscussed,0
4589,Gorsuch's,0
4590,vcm,0
4591,5:111,0
4592,evaluatlng,0
4593,v.,0
4594,1n,0
4595,quallflcatlons,0
4596,1nhalatlon,0
4597,5,0
4598,Maryland,0
4599,leglslatlon,0
4600,1ncluded,0
4601,approprlate.,0
4602,by,0
4603,0F,0
4604,companles.,0
4605,1,0
4606,by,0
4607,Th1:,0
4608,brlng,0
4609,039304,0
4610,Voluntary,0
4611,1n,0
4612,m,0
4613,FebruaryiExecutlve,0
4614,v.5.,0
4615,£111,0
4616,"Guldellnes,",0
4617,$150,0
4618,15,0
4619,publlc,0
4620,communlcatlon,0
4621,1ndustry,0
4622,Chrlstman,0
4623,Government,0
4624,15,0
4625,cm,0
4626,contlnues,0
4627,Colmnlttee,0
4628,13mm:,0
4629,Hlth,0
4630,Congresslonal,0
4631,compensatlon,0
4632,1nformatlon...,0
4633,"llablllty,",0
4634,asslstance,0
4635,developlng,0
4636,15,0
4637,1:,0
4638,Septmber,0
4639,7,0
4640,ms,0
4641,15,0
4642,makeﬂzp,0
4643,Chlorobnzenes,0
4644,mmsnmm,0
4645,testlmony,0
4646,5:,0
4647,cxc,0
4648,"superfunds,",0
4649,rlsk,0
4650,provlded,0
4651,Transportatlon,0
4652,tarlffs,0
4653,"25,",0
4654,HSC'S,0
4655,Publlc,0
4656,1cm,0
4657,addltlonal,0
4658,paymnts,0
4659,sordld,0
4660,Advlsory,0
4661,Chemlcal,0
4662,hlgher,0
4663,...n,0
4664,cm,0
4665,Introductlon,0
4666,Government,0
4667,addltlves.,0
4668,mm,0
4669,hlghllghted,0
4670,Developments,0
4671,1mpact,0
4672,"declslonmaklng,",0
4673,opposlng,0
4674,deregulatlon.,0
4675,1nd1cated,0
4676,dlscusslon,0
4677,by,0
4678,.sslstance,0
4679,hlstory,0
4680,"1korsk1,",0
4681,Chalrman,0
4682,1:,0
4683,mm,0
4684,bellevable,0
4685,by,0
4686,Leglslature,0
4687,1n,0
4688,Th1:,0
4689,leglslatlon,0
4690,testlng,0
4691,"21,",0
4692,countervalllng,0
4693,Consultatlons,0
4694,1nclud1ng,0
4695,hlghllght,0
4696,exlsts.,0
4697,039155,0
4698,government,0
4699,"1935,",0
4700,subsldlary,0
4701,mmmnmu,0
4702,1n,0
4703,15,0
4704,U.S./Canadlan,0
4705,cm,0
4706,Admlnlstratlon,0
4707,1:,0
4708,counterproductlve,0
4709,v.5.,0
4710,thls,0
4711,by,0
4712,v.5.,0
4713,"flllng,",0
4714,7,0
4715,publlc,0
4716,1n,0
4717,llkely,0
4718,concentrated,0
4719,reauthorlzatlon,0
4720,followlng,0
4721,nonidlcrlmlnatlon,0
4722,detemlnatlons,0
4723,1nd1v1dual,0
4724,1ntellectual,0
4725,1n,0
4726,products,0
4727,representatlves,0
4728,preparatlon,0
4729,1mmedlately,0
4730,1:5,0
4731,scheduled,0
4732,51x,0
4733,lD:2DrlD:35,0
4734,coneamlng,0
4735,51x,0
4736,handllng,0
4737,property,0
4738,chemlcals,0
4739,ppm.,0
4740,"1ndustry,",0
4741,testlmony,0
4742,RCRA.,0
4743,1n,0
4744,14,0
4745,sharlng,0
4746,cm,0
4747,prlnclpal,0
4748,v.,0
4749,Contlnued,0
4750,m,0
4751,underscored),0
4752,NACA.,0
4753,301,0
4754,(geographlc,0
4755,communlty,0
4756,"23,",0
4757,(11/1/777,0
4758,leglslatlon.,0
4759,1ntent,0
4760,posltlon,0
4761,provlslons,0
4762,n,0
4763,Vlolatlon,0
4764,Commlttee,0
4765,carclnogen.,0
4766,Comnlttee.,0
4767,Superfund,0
4768,actlvltles.,0
4769,detemlnlng,0
4770,7,0
4771,1mpact,0
4772,1n,0
4773,1n,0
4774,Representatlve,0
4775,senslble,0
4776,1nterested,0
4777,government,0
4778,fundlng,0
4779,thls,0
4780,"b111,",0
4781,rlsk,0
4782,epidemiologlc,0
4783,thls,0
4784,"conungenmesy,",0
4785,by,0
4786,expertlse,0
4787,precedlng,0
4788,flrst,0
4789,adm1n15*,0
4790,"""plannlng""",0
4791,compensatlon,0
4792,Dbjec-lves:,0
4793,whlch,0
4794,.,0
4795,toxlcs,0
4796,impmrts,0
4797,Flfth,0
4798,Impact,0
4799,1994795,0
4800,ellglble,0
4801,establlsh,0
4802,unpredlcatable,0
4803,"abollsh,",0
4804,membershlp,0
4805,Hlth,0
4806,Mltchell/Baucus,0
4807,offlclals,0
4808,"Assoclates,",0
4809,transportatlon,0
4810,1n,0
4811,1:,0
4812,posslble,0
4813,1n,0
4814,Washlngton,0
4815,1n,0
4816,1ncluded:,0
4817,unportance,0
4818,cm,0
4819,1n,0
4820,stc,0
4821,1njury,0
4822,3,0
4823,partlcular,0
4824,1n,0
4825,dlvlded,0
4826,15,0
4827,mm,0
4828,antlclpatlon,0
4829,competltlveness,0
4830,relmburse,0
4831,convlnced,0
4832,descrlbed,0
4833,1n,0
4834,Llf-,0
4835,17,0
4836,thls,0
4837,Actlvlty...one,0
4838,lltlgatlon,0
4839,ms,0
4840,157,0
4841,15,0
4842,concept...,0
4843,chemlcals,0
4844,Energy.,0
4845,mldiNovember.,0
4846,leglslatlve,0
4847,resolutlon,0
4848,1a:,0
4849,15,0
4850,accompllshed,0
4851,substance,0
4852,Cozporatlons,0
4853,CMA'S,0
4854,1n,0
4855,by,0
4856,Mlchlga,0
4857,contrlbute,0
4858,actlvlty,0
4859,by,0
4860,r311,0
4861,b.,0
4862,conservatlve,0
4863,blueprlnt,0
4864,1n,0
4865,by,0
4866,1n,0
4867,study's,0
4868,~,0
4869,analysls,0
4870,overslght,0
4871,1.,0
4872,leglslatlve,0
4873,mm,0
4874,"(1.e.,",0
4875,whlch,0
4876,1:5,0
4877,declslon,0
4878,confrontlng,0
4879,summarlzes,0
4880,government,0
4881,Amendments,0
4882,Klrkpatrlck.,0
4883,Muskle's,0
4884,5551,0
4885,flrst,0
4886,actlvltles,0
4887,1309,0
4888,durlng,0
4889,perfomance.,0
4890,compllance,0
4891,1ndustry,0
4892,1n,0
4893,"1ndustry,",0
4894,whlch,0
4895,1n,0
4896,concentratlon,0
4897,supports,0
4898,Congresslonal,0
4899,substantlal,0
4900,"government,",0
4901,137,0
4902,practlces,0
4903,m,0
4904,1975,0
4905,hlghllghted,0
4906,mm,0
4907,1n,0
4908,15,0
4909,1::,0
4910,by,0
4911,ellmlnate,0
4912,cm,0
4913,Hlth,0
4914,hydro?,0
4915,v.5.,0
4916,judlclal,0
4917,collectlon,0
4918,polnts.,0
4919,Congresslonal,0
4920,7,0
4921,"55,000",0
4922,Sprlng,0
4923,Envlronmental,0
4924,1n,0
4925,slxth,0
4926,sanctlty,0
4927,m,0
4928,posltlon,0
4929,1n,0
4930,"1935,",0
4931,039157,0
4932,chemlcal,0
4933,m,0
4934,leglslatlon,0
4935,1934.,0
4936,submltted,0
4937,m,0
4938,Secretary,0
4939,Intellectually,0
4940,"1,131,400",0
4941,cm,0
4942,controlled,0
4943,by,0
4944,contlnulng,0
4945,worklng,0
4946,mm,0
4947,llkely,0
4948,servlces,0
4949,Groundwaer,0
4950,Dlrect,0
4951,1ncreased,0
4952,dlsruptlon.,0
4953,Indlvldual,0
4954,actlvltles.,0
4955,expanslon,0
4956,handllng,0
4957,cm,0
4958,Publlc,0
4959,exemptlon,0
4960,Commlttee,0
4961,avaliablllty,0
4962,1:,0
4963,exemptlons,0
4964,4137.,0
4965,1ndustry,0
4966,v.,0
4967,compensatlon,0
4968,cm,0
4969,plannlng,0
4970,12:00,0
4971,Settlement,0
4972,"dlspute""",0
4973,1:,0
4974,Pollcy,0
4975,Chemlcal,0
4976,cm,0
4977,Leglslatlon.,0
4978,1973,0
4979,Extenslon,0
4980,dlsposal,0
4981,20,0
4982,pidlchlorbenzene.,0
4983,regardlng,0
4984,leglslatlon.,0
4985,legltlmate,0
4986,dlssect,0
4987,m,0
4988,Pollutlon,0
4989,necessary,0
4990,accountlng,0
4991,chemlcal,0
4992,Hlth,0
4993,peroxlsomes,0
4994,Representatlve,0
4995,congresslonal,0
4996,prollferatlon,0
4997,Drganlzatlon,0
4998,companles,0
4999,Agency,0
5000,1mm?,0
5001,mm:,0
5002,"1ndustry,",0
5003,properly,0
5004,cm,0
5005,15,0
5006,attempt,0
5007,15,0
5008,productlon,0
5009,15,0
5010,deregulatlon,0
5011,m1,0
5012,Arbltratlon,0
5013,039197,0
5014,15:5:,0
5015,mm,0
5016,chemlcal,0
5017,"95,900",0
5018,"Edlson,",0
5019,cm,0
5020,addltlon,0
5021,leglslatlon,0
5022,programs.,0
5023,m,0
5024,approprlate,0
5025,busmesses,0
5026,"chemlcals,",0
5027,1n,0
5028,3,0
5029,overslght.,0
5030,system,0
5031,"""1n",0
5032,"1ndustry""",0
5033,wordlng,0
5034,4715,0
5035,Significant,0
5036,negotlatlons,0
5037,emphaslze,0
5038,necesslty,0
5039,presentatlon,0
5040,Advlsory,0
5041,mm,0
5042,admlnlstratlve,0
5043,legltlmately,0
5044,s,0
5045,Washlngton,0
5046,rlsk,0
5047,envlronment.,0
5048,EPA'S,0
5049,1nternatlonal,0
5050,1993,0
5051,Commlttee,0
5052,leglslatlon,0
5053,1nclud1ng,0
5054,1nclude,0
