,data,label
5436,as,1
5437,slmllar,0
5438,1n,0
5439,and,1
5440,Congress.,1
5441,3,0
5442,m,0
5443,the,1
5444,been,1
5445,untll,1
5446,Chemlcals.,0
5447,awn,1
5448,englneerlng,0
5449,actlon,1
5450,package,1
5451,development,0
5452,of,1
5453,FTA,1
5454,plans,1
5455,any,1
5456,Vanderbllt,0
5457,draft,1
5458,contlnue,1
5459,orlglnal,0
5460,the,1
5461,reform,1
5462,prlvlleges,0
5463,Chalman,1
5464,mm.,0
5465,tax,1
5466,a,1
5467,matters,1
5468,thls,0
5469,012524A,0
5470,"staff,",1
5471,EPA,1
5472,"250,000",0
5473,Incldent,1
5474,Pollcy,0
5475,those,1
5476,compensatlon,0
5477,reflect,1
5478,on,1
5479,speclal,1
5480,ards.,1
5481,of,1
5482,we,1
5483,Blamedlcal,0
5484,Status,1
5485,commlttee,0
5486,loans,1
5487,as,1
5488,manufacturers,0
5489,staff,1
5490,to,1
5491,By,1
5492,raw,1
5493,1n,0
5494,tax,1
5495,made,1
5496,of,1
5497,compounds,0
5498,at,1
5499,prior,1
5500,1dent1ty,0
5501,away,1
5502,for,1
5503,15,0
5504,alternatlves,0
5505,Important,0
5506,am,1
5507,1:,0
5508,1n,0
5509,Interlor,1
5510,the,1
5511,1::,0
5512,Panel,1
5513,the,1
5514,DIRECTORS,1
5515,be,1
5516,conferees,1
5517,"agreement,",1
5518,present,1
5519,Congress,1
5520,delay,1
5521,Departments,0
5522,chemlcal,0
5523,and,1
5524,be,1
5525,actlng,0
5526,naw,1
5527,obtaln,1
5528,recent,1
5529,leglslatlve,0
5530,TD,1
5531,In,1
5532,such,1
5533,than,1
5534,promoted,1
5535,Hrlte,1
5536,have,1
5537,ltems,1
5538,rlsk,0
5539,a,1
5540,recognlzed,0
5541,cm,0
5542,be,1
5543,Hill,1
5544,both,1
5545,authorlze,1
5546,and,1
5547,the,1
5548,followup,1
5549,Approved.,0
5550,companles,0
5551,the,1
5552,Presldent,1
5553,draft,1
5554,ranks,1
5555,to,1
5556,200+,0
5557,members,1
5558,the,1
5559,"Tennessee,",1
5560,had,1
5561,mu,1
5562,Artwork,0
5563,flnal,1
5564,RELATIONS,1
5565,consensus,1
5566,Management,1
5567,seek,1
5568,consensus,1
5569,golng,1
5570,h.ve,1
5571,requests,1
5572,Completlon,0
5573,Communlty,0
5574,as,1
5575,of,1
5576,"searchlng,",0
5577,commlttees;,0
5578,of,1
5579,been,1
5580,I,1
5581,denlal,1
5582,531d,0
5583,and,1
5584,"Chalman,",1
5585,"quotatlons,",0
5586,ABOUT,1
5587,under,1
5588,Vote,1
5589,atlon,1
5590,to,1
5591,duty,1
5592,The,1
5593,"initiative,",1
5594,of,1
5595,to,1
5596,on,1
5597,spllls,0
5598,passed,1
5599,13.)}.,0
5600,"lssues,",1
5601,Proposed,1
5602,the,1
5603,transportatlon,0
5604,MCA,1
5605,0F,0
5606,"Thus,",1
5607,Actlvltles,0
5608,copy,1
5609,INTERNATIONAL,1
5610,were,1
5611,The,1
5612,opposltlon,0
5613,reductlons,0
5614,to,1
5615,scope,1
5616,are,1
5617,that,1
5618,Annex,1
5619,get,1
5620,Reauthorlzatlon.,0
5621,comments,1
5622,"Food,",1
5623,1ncrease,0
5624,course,1
5625,publlc,0
5626,as,1
5627,system,0
5628,report,1
5629,been,1
5630,of,1
5631,rules,1
5632,taxes,1
5633,standards,0
5634,and,1
5635,become,1
5636,conslderlng,0
5637,am,1
5638,Senate,1
5639,operatlon,1
5640,has,1
5641,transportatlon,0
5642,packaglng,0
5643,patent,1
5644,belng,1
5645,efforts,1
5646,contlnue,1
5647,to,1
5648,Alr,1
5649,focus,1
5650,for,1
5651,settlement,0
5652,Vlews,1
5653,group,1
5654,(RiPaJ,0
5655,you,1
5656,CHA,1
5657,"arrangement,",0
5658,(27,0
5659,actlvltles,0
5660,there.,1
5661,that,1
5662,Sulllvan,0
5663,the,1
5664,revlsed,1
5665,the,1
5666,bemg,1
5667,by,0
5668,Dow's,1
5669,TEXACD,1
5670,Spring,1
5671,a,1
5672,lssues,1
5673,Report,1
5674,Congressman,0
5675,COMMITTEE,1
5676,Task,1
5677,Wlthout,1
5678,next,1
5679,by,0
5680,under,1
5681,Max,1
5682,tactlc,0
5683,"""conducted",1
5684,the,1
5685,Congress.,1
5686,a,1
5687,of,1
5688,warm,1
5689,ex*,1
5690,chemlcal,0
5691,Rules,1
5692,unworkable.,0
5693,to,1
5694,The,1
5695,the,1
5696,55407,0
5697,report,1
5698,health,1
5699,consldered.,0
5700,mlnutes,1
5701,along,1
5702,patterns,1
5703,at,1
5704,We,1
5705,CMA,1
5706,munlclpal,0
5707,bulletln,0
5708,039350,0
5709,upon,1
5710,will,1
5711,THE,1
5712,1ntroduce,0
5713,Inltlal,0
5714,study,1
5715,"""spotllght""",0
5716,loss,1
5717,such,1
5718,confldentlal,0
5719,date,1
5720,statlstlcs,0
5721,In,1
5722,Value,1
5723,to,1
5724,1ndustry,0
5725,and,1
5726,trafflc,0
5727,TOTAL,1
5728,1935.,0
5729,New,1
5730,law.,1
5731,wHst,0
5732,1mportant,0
5733,RTK,1
5734,sum:,1
5735,posltlon,0
5736,1n,0
5737,alleged,1
5738,Counsel,1
5739,Opinion,1
5740,Ethylene,0
5741,"understand,",0
5742,of,1
5743,BECTI,1
5744,Annual,1
5745,the,1
5746,Hlth,0
5747,for,1
5748,and,1
5749,Agency,0
5750,where,1
5751,also,1
5752,Task,1
5753,tled,1
5754,lssues,1
5755,will,1
5756,most,1
5757,and,1
5758,Taxatlon,1
5759,any,1
5760,envlronmentallsts,0
5761,1n,0
5762,ASSOCIATION,1
5763,provlde,1
5764,the,1
5765,1n,0
5766,as,1
5767,Econo,1
5768,Superfund,0
5769,reauthorlzatlon,0
5770,Toxlc,1
5771,unportant,0
5772,Will,1
5773,changes,1
5774,proposals,0
5775,1:,0
5776,19357,0
5777,State,1
5778,m,0
5779,provlslons,0
5780,patent,1
5781,1:5,0
5782,comments,1
5783,Will,1
5784,area,1
5785,where,1
5786,chemlcals.,0
5787,and,1
5788,EPA,1
5789,Sesslon,1
5790,Remarks,1
5791,Commerce,1
5792,Congress,1
5793,follow.,1
5794,Chlorobenzenes,0
5795,of,1
5796,not,1
5797,Chemlcal,0
5798,037999,0
5799,toxlc,1
5800,Assoclatlon,0
5801,Envlronmental,0
5802,and,1
5803,Works,1
5804,flnal,1
5805,be,1
5806,held,1
5807,Splll,0
5808,Panel,1
5809,thls,0
5810,"(ccpm,",0
5811,meetlng,1
5812,and,1
5813,and,1
5814,reform.,1
5815,Programs,0
5816,Tax,1
5817,our,1
5818,dlstrlbuted,0
5819,pestlcldes,0
5820,metropolltan,0
5821,RATES.,0
5822,7,0
5823,1n,0
5824,major,1
5825,"b111,",0
5826,Affalrs,0
5827,mandatory,1
5828,to,1
5829,have,1
5830,a,1
5831,hazardous,1
5832,EPA,1
5833,of,1
5834,the,1
5835,any,1
5836,1n,0
5837,be,1
5838,Visits,1
5839,thls,0
5840,Execui,1
5841,of,1
5842,we,1
5843,pro*,1
5844,any,1
5845,at,1
5846,will,1
5847,17,0
5848,Inltlatlve,0
5849,"Nevertheless,",0
5850,as,1
5851,be,1
5852,the,1
5853,Elbenzofurans/leenzodloxlns.,0
5854,waste*end,1
5855,Ralph,1
5856,1nd1cated,0
5857,happens,1
5858,COMMITTEE,1
5859,longiterm,1
5860,These,1
5861,hope,1
5862,of,1
5863,1157,0
5864,of,1
5865,Malloch,1
5866,get,1
5867,1:5,0
5868,one,1
5869,dlscussed,0
5870,1n,0
5871,As,1
5872,of,1
5873,pollcy,0
5874,belleves,1
5875,toxlc,1
5876,pollcy,0
5877,The,1
5878,"Sanger,",1
5879,1975.,0
5880,identified,1
5881,and,1
5882,that,1
5883,"1nally,",0
5884,on,1
5885,new,1
5886,threat,1
5887,August,1
5888,CMA'S,0
5889,approach,1
5890,of,1
5891,jolntly,0
5892,"Health,",1
5893,the,1
5894,group,1
5895,ouster.,1
5896,that,1
5897,early,1
5898,tax,1
5899,listing.,1
5900,III.,1
5901,the,1
5902,presented,1
5903,the,1
5904,the,1
5905,respondlng,0
5906,ch,0
5907,petrochemlcals.,0
5908,assumptlons.,0
5909,are,1
5910,proposal,1
5911,In,1
5912,at,1
5913,Motorola,1
5914,operalng,1
5915,1nf-matlon,0
5916,identifying,0
5917,for,1
5918,mstmbm,0
5919,Meeclng,1
5920,n:,0
5921,the,1
5922,basls,1
5923,Congress.,1
5924,evaluatlon,1
5925,the,1
5926,039:29,0
5927,one,1
5928,congress,1
5929,and,1
5930,Commlttee,0
5931,maklng,0
5932,a,1
5933,10,0
5934,waste,1
5935,Max,1
5936,those,1
5937,Through,1
5938,Any,1
5939,1n,0
5940,just,1
5941,Act.,0
5942,workers,1
5943,expanded,1
5944,CARR,1
5945,mean,1
5946,speclal,1
5947,laboratorles;,0
5948,Also,1
5949,recommend,1
5950,mu.,1
5951,do.,1
5952,from,1
5953,1mposed,0
5954,1n,0
5955,other,1
5956,Musky,1
5957,greatly,1
5958,duced,1
5959,sales,1
5960,1nd1v1dually,0
5961,them.,1
5962,Very,1
5963,materlals,1
5964,emphasls,0
5965,T111,0
5966,to,1
5967,local,1
5968,lD:35711:DS,0
5969,2.,0
5970,Dollar,1
5971,by,0
5972,short,1
5973,descrlbed,0
5974,onl,1
5975,"1,",0
5976,the,1
5977,conveyed,1
5978,tomorrow.,1
5979,I,1
5980,account,1
5981,leglslators,0
5982,should,1
5983,Ethylene,0
5984,from,1
5985,deflnlng,0
5986,Glenn,1
5987,lessened,1
5988,the,1
5989,contalnlng,0
5990,that,1
5991,amendments,0
5992,methods,1
5993,Id,1
5994,mlght,0
5995,"1937,",0
5996,Herman,1
5997,the,1
5998,safety,1
5999,state,1
6000,consumptlon,0
6001,see,1
6002,House,1
6003,all,1
6004,what,1
6005,matters.,1
6006,Response,1
6007,developments,0
6008,1ndustry,0
6009,that,1
6010,number,1
6011,BOARD,1
6012,1n,0
6013,mica.,1
6014,D7CA724,0
6015,the,1
6016,mm,0
6017,15,0
6018,ABOUT,1
6019,worse,1
6020,staff,1
6021,than,1
6022,ISSUE,1
6023,to,1
6024,when,1
6025,llkely,0
6026,occupatlonal,0
6027,unpact,1
6028,provlde,1
6029,NUMBER,1
6030,procedures,1
6031,of,1
6032,"cost,",1
6033,TSCA,1
6034,a,1
6035,They,1
6036,faclng,0
6037,SENATE,1
6038,requlrements.,0
6039,Vice,1
6040,"Signed,",1
6041,deslgnatlon,0
6042,there,1
6043,federal,1
6044,A.CMA,0
6045,In,1
6046,programs,0
6047,relatlvely,0
6048,and,1
6049,an,1
6050,reallzatlon,0
6051,remalnlng,0
6052,"whlch,",0
6053,proposal,1
6054,composltlon,0
6055,a,1
6056,that,1
6057,the,1
6058,orders,1
6059,be,1
6060,are,1
6061,Meetlngs,0
6062,settlement,0
6063,of,1
6064,Control,1
6065,1/10/79,0
6066,declsl-,0
6067,reexamlnatlon,0
6068,now,1
6069,have,1
6070,Inltlatlng,0
6071,1ndustry,0
6072,the,1
6073,rule,1
6074,"Carclnogens,",0
6075,Q’.\Hp51,0
6076,Clean,1
6077,new,1
6078,by,0
6079,OPERATIONS,1
6080,nonisclentlflc,0
6081,of,1
6082,<3.,0
6083,proposals,0
6084,1975,0
6085,holdlng,0
6086,Survey.,1
6087,subsldles,0
6088,thls,0
6089,"Industrles,",0
6090,CMA,1
6091,"First,",1
6092,fastest,1
6093,the,1
6094,Speclal,1
6095,to,1
6096,"occaslons,",0
6097,forum,1
6098,arrangement,0
6099,CMA,1
6100,Status,1
6101,types,1
6102,the,1
6103,Al,1
6104,2,0
6105,"“Fwy,",0
6106,after,1
6107,best,1
6108,federal,1
6109,750,0
6110,clvll,0
6111,Dlvlslon,0
6112,"Health,",1
6113,much,1
6114,recommendatlons,0
6115,to,1
6116,m,0
6117,"$123,000.",0
6118,job,1
6119,"members,",1
6120,Gary,1
6121,he,1
6122,Karrh,1
6123,He,1
6124,the,1
6125,the,1
6126,for,1
6127,conslsted,1
6128,7,0
6129,early,1
6130,Wllllams,0
6131,others.,1
6132,whlch,0
6133,defray,1
6134,15,0
6135,of,1
6136,1973,0
6137,cm,0
6138,flnanclal,0
6139,more,1
6140,conference.,1
6141,score,1
6142,naw,1
6143,"Cox,",1
6144,feel,1
6145,establlsh,0
6146,by,0
6147,ma,1
6148,solld,1
6149,members,1
6150,initial,1
6151,EMC,1
6152,standards,0
6153,shall,1
6154,people,1
6155,of,1
6156,waste,1
6157,In,1
6158,costs,1
6159,The,1
6160,Raymond,1
6161,program,1
6162,now,1
6163,representatlve's,0
6164,difficulties,0
6165,put,1
6166,and,1
6167,represent,1
6168,any,1
6169,thelr,1
6170,Coalltlon,0
6171,and,1
6172,the,1
6173,followlng:,0
6174,CMA,1
6175,State,1
6176,1ncrease,0
6177,the,1
6178,on,1
6179,Chemlcal,0
6180,No,1
6181,the,1
6182,Congress,1
6183,works,1
6184,have,1
6185,VIRTUALL‘I,1
6186,hazardous,1
6187,staffs.,0
6188,on,1
6189,and,1
6190,are,1
6191,of,1
6192,EMC,1
6193,the,1
6194,the,1
6195,on,1
6196,1ndustr1es,0
6197,sluts,1
6198,to,1
6199,Methylenedlanlllne,0
6200,"issue,",1
6201,"organlzatlons,",0
6202,the,1
6203,crat,1
6204,of,1
6205,"provlde,",1
6206,Task,1
6207,EPA'S,0
6208,leglslatlon,0
6209,Ways,1
6210,to,1
6211,address,1
6212,cosponsored,0
6213,are,1
6214,"specles,",1
6215,Act,1
6216,1n,0
6217,problems,0
6218,lssue,1
6219,from,1
6220,detalls,1
6221,an,1
6222,1n,0
6223,affalrs.,0
6224,Mr.,1
6225,EPA'S,0
6226,Commlsslon,0
6227,1n,0
6228,M113,0
6229,"442,100",0
6230,15,0
6231,obtaln,1
6232,actlvltles,0
6233,of,1
6234,a.,0
6235,1n,0
6236,conflrmatlon,0
6237,chemlcal,0
6238,pay,1
6239,to,1
6240,handful,1
6241,5mm,0
6242,1nformatlon,0
6243,task,1
6244,mlght,0
6245,professlonal,0
6246,"""exaggerated",0
6247,mum,1
6248,Task,1
6249,1n,0
6250,The,1
6251,(NCSL7,0
6252,study,1
6253,actlvltles,0
6254,"know,",1
6255,whlch,0
6256,accldental,0
6257,and,1
6258,"coalltlonlng,",0
6259,the,1
6260,1nternatlonal,0
6261,belng,1
6262,of,1
6263,year.,1
6264,We,1
6265,resultlng,0
6266,that's,1
6267,a,1
6268,the,1
6269,to,1
6270,CMA,1
6271,th.t,0
6272,operatlng,0
6273,There,1
6274,exceptlons,0
6275,actlvlty,0
6276,safety,1
6277,COUNSEL,1
6278,requlrements,0
6279,I,1
6280,COMMITTEE,1
6281,5,0
6282,from,1
6283,must,1
6284,you,1
6285,thls,0
6286,Commlttee,0
6287,1ntent,0
6288,lD:2DrlD:35,0
6289,1cm,0
6290,lead,1
6291,opportunlty,0
6292,plans.,1
6293,detalls,1
6294,thls,0
6295,processs.,0
6296,commlttees,0
6297,the,1
6298,of,1
6299,sults,1
6300,support,1
6301,(BIC),0
6302,1n,0
6303,037739,0
6304,1ndustry.,0
6305,detemlnlng,0
6306,to,1
6307,due,1
6308,reglonal,1
6309,and,1
6310,cable,1
6311,be,1
6312,and,1
6313,safety,1
6314,of,1
6315,from,1
6316,Will,1
6317,tax,1
6318,conferees,1
6319,pr10r*,0
6320,1n,0
6321,1nclud1ng,0
6322,contlnue,1
6323,Will,1
6324,Alr,1
6325,questlons,0
6326,we,1
6327,of,1
6328,osa,1
6329,the,1
6330,E.,1
6331,Meetlng,0
6332,the,1
6333,Dlsease,1
6334,representatlve,0
6335,Cemlcal,1
6336,but,1
6337,task.,1
6338,they,1
6339,"Capltal,",1
6340,1n,0
6341,propos-d,1
6342,paper,1
6343,Talcott,1
6344,the,1
6345,of,1
6346,and,1
6347,15,0
6348,hazard,1
6349,better.,1
6350,and,1
6351,envlronmentallst,0
6352,be,1
6353,of,1
6354,of,1
6355,1977,0
6356,as,1
6357,role,1
6358,on,1
6359,and,1
6360,"51dE,",0
6361,our,1
6362,the,1
6363,whlch,0
6364,Annual,1
6365,to,1
6366,responslve,0
6367,to,1
6368,consummate.,1
6369,E'uture,1
6370,that,1
6371,the,1
6372,bolstered,1
6373,Hlth,0
6374,II,1
6375,Dccupatlonal,0
6376,to,1
6377,organlzatlon,0
6378,several,1
6379,"Taxatlon,",1
6380,colluded,1
6381,1n,0
6382,another.,1
6383,to,1
6384,added,1
6385,Fuel,1
6386,perfomlng,0
6387,on,1
6388,1n,0
6389,the,1
6390,ra,1
6391,made,1
6392,orlglnal,0
6393,developments,0
6394,data,1
6395,Edward,0
6396,220,0
6397,Clrcult,0
6398,own,1
6399,the,1
6400,result,1
6401,matter,1
6402,economy,1
6403,"faces,",1
6404,untll,1
6405,developments.,0
6406,seek,1
6407,envlronmentallst,0
6408,assurance,1
6409,mm,0
6410,Response,1
6411,unportant,0
6412,mlttee,1
6413,publlc,0
6414,and,1
6415,statute,1
6416,In,1
6417,and,1
6418,monltorlng,0
6419,standard.,0
6420,Standards.,0
6421,other,1
6422,MEETINGS,1
6423,TD,1
6424,and,1
6425,1995,0
6426,EMC,1
6427,more,1
6428,of,1
6429,conductlng,0
6430,and,1
6431,1nterest,0
6432,dlsease,1
6433,between,1
6434,next,1
6435,CMA,1
6436,McKennon,0
6437,Hlth,0
6438,of,1
6439,declded,0
6440,of,1
6441,two,1
6442,belng,1
6443,The,1
6444,of,1
6445,and,1
6446,Trade,1
6447,called,1
6448,Conferences.,1
6449,1nsurance,0
6450,was,1
6451,consumer,1
6452,establlshment,0
6453,a,1
6454,the,1
6455,offered,1
6456,plannlng;,0
6457,and,1
6458,M.,1
6459,"1979,",0
6460,Meetlng,0
6461,at,1
6462,"Analysls"".",0
6463,and,1
6464,the,1
6465,of,1
6466,and,1
6467,15,0
6468,down,1
6469,and,1
6470,that,1
6471,actlons,1
6472,for,1
6473,be,1
6474,"Detrolt,",1
6475,5,0
6476,that,1
6477,provlslon,0
6478,a,1
6479,Congresslonal,0
6480,more,1
6481,medlately,0
6482,convert,1
6483,"underway,",1
6484,1992,0
6485,good,1
6486,baraly,1
6487,achleve,1
6488,one,1
6489,1:,0
6490,Toxlc,1
6491,the,1
6492,Fred,1
6493,a,1
6494,largely,1
6495,an,1
6496,be,1
6497,m,0
6498,a,1
6499,petrochemlcals.,0
6500,further,1
6501,proposal,1
6502,Regulatlons,0
6503,RAILROAD.,1
6504,state,1
6505,1nspected,0
6506,531d,0
6507,be,1
6508,flre,1
6509,Republlcan,0
6510,1n,0
6511,actlvltles.,0
6512,tlclpatlon,0
6513,and,1
6514,trust,1
6515,v.5.,0
6516,the,1
6517,future.,1
6518,study,1
6519,payments.,0
6520,1nqu1ry,0
6521,standards,0
6522,all,1
6523,the,1
6524,have,1
6525,beneflts.,0
6526,to,1
6527,much,1
6528,At,1
6529,a,1
6530,falled,1
6531,forth,1
6532,House,1
6533,concealed,1
6534,set,1
6535,compensatlon,0
6536,a,1
6537,All,1
6538,few,1
6539,1n,0
6540,that,1
6541,effeet,1
6542,the,1
6543,of,1
6544,should,1
6545,fr,0
6546,busmess,0
6547,the,1
6548,report,1
6549,on,1
6550,galns.,1
6551,the,1
6552,of,1
6553,dlsperslon,0
6554,and,1
6555,counselled,0
6556,enact,1
6557,changes,1
6558,Op,1
6559,cuts,1
6560,Davld,1
6561,the,1
6562,Area,1
6563,settlng,0
6564,Company,1
6565,rogram.,1
6566,"program,",1
6567,THE,1
6568,December,1
6569,broad,1
6570,Within,1
6571,of,1
6572,thelr,1
6573,039529,0
6574,accldental,0
6575,wrltten,0
6576,calls,1
6577,front,1
6578,BAT,1
6579,staff,1
6580,otherwlse,1
6581,Page,1
6582,"envlronment,",0
6583,company,1
6584,concerned,1
6585,of,1
6586,sources.,1
6587,to,1
6588,of,1
6589,st.ndards.,0
6590,As,1
6591,economc,1
6592,ollcy.,0
6593,close,1
6594,relatlonshlps,0
6595,preparatlons,0
6596,oxldant,1
6597,dlscusslon,0
6598,"regulatlons,",0
6599,a,1
6600,gas,1
6601,1:,0
6602,can,1
6603,1n,0
6604,"7,",0
6605,locatlon.,1
6606,the,1
6607,awn,1
6608,them,1
6609,approved,1
6610,are,1
6611,1nd1v1dually,0
6612,1ntroduced,0
6613,new,1
6614,been,1
6615,antlclpated,0
6616,Research,1
6617,ITC,1
6618,re*,1
6619,mmmnmu,0
6620,measured,1
6621,others,1
6622,15,0
6623,reopened,1
6624,Industrlal,0
6625,posltlons,0
6626,Sectlon,1
6627,tax,1
6628,n,0
6629,approved,1
6630,opan,1
6631,manual,1
6632,will,1
6633,on,1
6634,two,1
6635,Senate,1
6636,"Programs,",0
6637,are,1
6638,and,1
6639,avolded,1
6640,whereas,1
6641,December,1
6642,Flrst,0
6643,of,1
6644,5:111,0
6645,last,1
6646,smgle,1
6647,Vinyl,1
6648,or,1
6649,our,1
6650,Englneerlng,0
6651,electrlcal,0
6652,the,1
6653,House,1
6654,1ndutry,0
6655,graduate,1
6656,predecessor,0
6657,"1932,",0
6658,Commlttee,0
6659,flnanclal,0
6660,Technology,0
6661,report,1
6662,presentatlons,0
6663,are,1
6664,sources.,1
6665,the,1
6666,Since,1
6667,I,1
6668,1nformatlon,0
6669,sltes.,1
6670,creat-s,1
6671,Package,1
6672,mlstaken.,0
6673,busmess,0
6674,Company,1
6675,Michigan,1
6676,Waxman,1
6677,rea*,1
6678,The,1
6679,whether,1
6680,agency,1
6681,on,1
6682,to,1
6683,Flfteen,1
6684,revlew.,1
6685,rlghts,0
6686,goals,1
6687,excellent,0
6688,"Pollutlon,",0
6689,a,1
6690,level,1
6691,on,1
6692,Senate,1
6693,9137,0
6694,brleflng,0
6695,plannlng,0
6696,Hill,1
6697,ch.1man.,0
6698,operatlng,0
6699,"""CLEANING",1
6700,flnal,1
6701,the,1
6702,that,1
6703,Defense,1
6704,an,1
6705,to,1
6706,"publlc,",0
6707,Board,1
6708,severlng.,0
6709,to,1
6710,advocacy,1
6711,15,0
6712,1mplementatlon,0
6713,Safety,1
6714,mm,0
6715,well,1
6716,to,1
6717,cm,0
6718,3.x.,0
6719,who,1
6720,the,1
6721,than,1
6722,Patent,1
6723,opportunltles,0
6724,1n,0
6725,the,1
6726,Equlpment,0
6727,RESOLVED:,1
6728,the,1
6729,results.,1
6730,dlrectors,0
6731,and,1
6732,raising,1
6733,Act,1
6734,on,1
6735,Pollutlon,0
6736,of,1
6737,Hlthln,0
6738,current,1
6739,Leglslai,1
6740,Lautenberg,0
6741,as,1
6742,last,1
6743,tax,1
6744,"Thus,",1
6745,are,1
6746,Insurance,1
6747,plan,1
6748,1ndustry's,0
6749,of,1
6750,asslstance.,0
6751,TSCA,1
6752,a,1
6753,speclal,1
6754,pieces,1
6755,generally,1
6756,work,1
6757,be,1
6758,7,0
6759,1nternal,0
6760,efforts,1
6761,tax,1
6762,to,1
6763,ms,0
6764,40,0
6765,"1-72,",0
6766,regulatory,1
6767,also,1
6768,We,1
6769,changes,1
6770,51mlla,0
6771,effectlve,0
6772,all,1
6773,the,1
6774,conference,1
6775,other,1
6776,health,1
6777,are,1
6778,47,0
6779,11,0
6780,tax,1
6781,any,1
6782,liability,1
6783,approach.,1
6784,of,1
6785,those,1
6786,modlflcatlon,0
6787,CMA,1
6788,to,1
6789,studles.,1
6790,c.,0
6791,analysls,0
6792,lssues.,1
6793,a,1
6794,Hill,1
6795,us,1
6796,the,1
6797,Manufacturers,0
6798,recommendatlons,0
6799,thesls,1
6800,below,1
6801,negotlatlon,0
6802,the,1
6803,on,1
6804,19,0
6805,medla,1
6806,that,1
6807,come,1
6808,sun,1
6809,Need,1
6810,1n,0
6811,among,1
6812,undar,1
6813,1nclud1ng,0
6814,the,1
6815,the,1
6816,5.,0
6817,problems,0
6818,spllls,0
6819,"Eleld,",1
6820,negotlatlons.,0
6821,Involce,1
6822,contactlng,0
6823,a,1
6824,be,1
6825,"Commlttee,",0
6826,support,1
6827,blomonltorlng,0
6828,for,1
6829,member,1
6830,companles,0
6831,for,1
6832,fuse,1
6833,"Assets,",0
6834,as,1
6835,the,1
6836,grass,1
6837,039593,0
6838,air,1
6839,PHTHALATES...,1
6840,and,1
6841,A,1
6842,questlons,0
6843,expected,1
6844,Prlntlng,0
6845,forelgn,1
6846,bemg,1
6847,1ntent,0
6848,Plans,1
6849,Speclal,1
6850,of,1
6851,Management,1
6852,a,1
6853,Toxlc,1
6854,and,1
6855,outslde,1
6856,1ndustry.,0
6857,also,1
6858,fact,1
6859,Symuleskl,0
6860,The,1
6861,1dent1£1c.tlon,0
6862,sector,1
6863,and,1
6864,"Conference,",1
6865,proposal.,1
6866,15,0
6867,of,1
6868,(the,1
6869,ban,1
6870,a,1
6871,"requlrements,",0
6872,of,1
6873,be,1
6874,the,1
6875,authorlt,1
6876,the,1
6877,the,1
6878,resultd,1
6879,Hazards,0
6880,know,1
6881,such,1
6882,the,1
6883,tha,1
6884,proposed,1
6885,the,1
6886,Counsel,1
6887,Will,1
6888,commlttee,0
6889,will,1
6890,all,1
6891,concealed.,1
6892,SITE,1
6893,concludlng,0
6894,Dr.,1
6895,chalr,1
6896,developed,1
6897,sltes,1
6898,for,1
6899,member,1
6900,emlsslons,0
6901,Avoldance,0
6902,M1115,0
6903,the,1
6904,cmmblned,0
6905,the,1
6906,be,1
6907,well,1
6908,the,1
6909,lssues.,1
6910,that,1
6911,concealed,1
6912,unnecessary,0
6913,for,1
6914,next,1
6915,dlscussed,0
6916,25%,0
6917,of,1
6918,will,1
6919,leglslatlon,0
6920,preparlng,0
6921,Programs),0
6922,"Commlttee,",0
6923,CMA,1
6924,mm,0
6925,advocate,1
6926,Wllllam,0
6927,"Phlladelphla,",0
6928,The,1
6929,TAXATION;,1
6930,establlshlng,0
6931,the,1
6932,1975,0
6933,the,1
6934,3,0
6935,Commlttee,0
6936,Health,1
6937,I'll,0
6938,have,1
6939,are,1
6940,partlclpatlon,0
6941,of,1
6942,costs,1
6943,"Styrene,",1
6944,cm,0
6945,1nclud1ng,0
6946,European,1
6947,of,1
6948,1,0
6949,Trade,1
6950,further,1
6951,to,1
6952,of,1
6953,as,1
6954,are,1
6955,out,1
6956,the,1
6957,as,1
6958,tha,1
6959,as,1
6960,"actlvlty,",0
6961,"""concernlng",0
6962,depreclatlon,0
6963,technologlcal,0
6964,Panel,1
6965,and,1
6966,Status.,1
6967,leglslatlve,0
6968,and,1
6969,future.,1
6970,agreed,1
6971,Department,0
6972,a,1
6973,House,1
6974,response,1
6975,of,1
6976,commerclal.,0
6977,and,1
6978,detalls,1
6979,and,1
6980,past.,1
6981,tune,1
6982,support,1
6983,Falrflld,0
6984,fact,1
6985,member,1
6986,effort,1
6987,current,1
6988,some,1
6989,agencles,1
6990,on,1
6991,pound,1
6992,to,1
6993,developed,1
6994,through,1
6995,Veto,1
6996,revlslons,0
6997,mlttee,1
6998,energy,1
6999,"""Watergate",1
7000,Senate,1
7001,a,1
7002,He,1
7003,to,1
7004,electrlcal,0
7005,one,1
7006,reasonable.,1
7007,the,1
7008,planned,1
7009,of,1
7010,envlronmental,0
7011,1njury,0
7012,pollster,0
7013,to,1
7014,Forelgn,1
7015,the,1
7016,turnover,1
7017,LEGISLATI,1
7018,deslrable.,0
7019,Act.,0
7020,conned,1
7021,set,1
7022,we,1
7023,be,1
7024,"Wood,",1
7025,brlef,1
7026,brlef,1
7027,The,1
7028,worker,1
7029,for,1
7030,cm,0
7031,Harshaw/Flltrol,0
7032,place,1
7033,pump,1
7034,that,1
7035,preclpltous,0
7036,sharlng,0
7037,1n,0
7038,are,1
7039,be,1
7040,all,1
7041,natlonal,1
7042,Baqulne,1
7043,Lang,1
7044,goal,1
